date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:39	36311/36311	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:37%20GMT	https://static.wixstatic.com/media/7eba9c_a50b35e701bc42a09bc835b9aa29366e~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_a50b35e701bc42a09bc835b9aa29366e~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_a50b35e701bc42a09bc835b9aa29366e_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_a50b35e701bc42a09bc835b9aa29366e_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:39	42940/42940	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:38%20GMT	https://static.wixstatic.com/media/7eba9c_1800e664b3684fc0a4e36b36941ae719~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_1800e664b3684fc0a4e36b36941ae719~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_1800e664b3684fc0a4e36b36941ae719_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_1800e664b3684fc0a4e36b36941ae719_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:40	25754/25754	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:38%20GMT	https://static.wixstatic.com/media/7eba9c_cc44a78e3d1c43a49a5006c1056596de~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_cc44a78e3d1c43a49a5006c1056596de~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_cc44a78e3d1c43a49a5006c1056596de_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_cc44a78e3d1c43a49a5006c1056596de_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:40	24588/24588	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:38%20GMT	https://static.wixstatic.com/media/7eba9c_16ee5afbfcef452bbbf0f9e4c1226fa8~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_16ee5afbfcef452bbbf0f9e4c1226fa8~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_16ee5afbfcef452bbbf0f9e4c1226fa8_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_16ee5afbfcef452bbbf0f9e4c1226fa8_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:40	16219/16219	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:39%20GMT	https://static.wixstatic.com/media/7eba9c_a555406826e74c52a9d17c36b1da5c8b~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_a555406826e74c52a9d17c36b1da5c8b~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_a555406826e74c52a9d17c36b1da5c8b_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_a555406826e74c52a9d17c36b1da5c8b_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:41	32390/32390	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:39%20GMT	https://static.wixstatic.com/media/7eba9c_b59716abe3ee43d9b09d470455be7128~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b59716abe3ee43d9b09d470455be7128~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_b59716abe3ee43d9b09d470455be7128_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b59716abe3ee43d9b09d470455be7128_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:41	43366/43366	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:39%20GMT	https://static.wixstatic.com/media/7eba9c_1c8e0325b217448d91e0ca8604f713a3~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_1c8e0325b217448d91e0ca8604f713a3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_1c8e0325b217448d91e0ca8604f713a3_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_1c8e0325b217448d91e0ca8604f713a3_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:41	30599/30599	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:40%20GMT	https://static.wixstatic.com/media/7eba9c_1994f379811548539273b4c03c7bc598~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_1994f379811548539273b4c03c7bc598~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_1994f379811548539273b4c03c7bc598_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_1994f379811548539273b4c03c7bc598_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:42	52253/52253	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:40%20GMT	https://static.wixstatic.com/media/7eba9c_7a41c85ba34f4191b8f141935fc7cfd0~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_7a41c85ba34f4191b8f141935fc7cfd0~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_7a41c85ba34f4191b8f141935fc7cfd0_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_7a41c85ba34f4191b8f141935fc7cfd0_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:42	55307/55307	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:41%20GMT	https://static.wixstatic.com/media/7eba9c_137b0d53101e48988d11fa48798a4604~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_137b0d53101e48988d11fa48798a4604~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_137b0d53101e48988d11fa48798a4604_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_137b0d53101e48988d11fa48798a4604_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:43	32361/32361	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:41%20GMT	https://static.wixstatic.com/media/7eba9c_527e6c12fcdf4b2baa4c8174e0896180~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_527e6c12fcdf4b2baa4c8174e0896180~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_527e6c12fcdf4b2baa4c8174e0896180_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_527e6c12fcdf4b2baa4c8174e0896180_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:43	33703/33703	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:42%20GMT	https://static.wixstatic.com/media/7eba9c_182617dc8e354dcd924b62ab7babe84c~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_182617dc8e354dcd924b62ab7babe84c~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_182617dc8e354dcd924b62ab7babe84c_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_182617dc8e354dcd924b62ab7babe84c_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:44	56972/56972	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:42%20GMT	https://static.wixstatic.com/media/7eba9c_6ebe4b42eedd4e66ac8e2a140402046f~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_6ebe4b42eedd4e66ac8e2a140402046f~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_6ebe4b42eedd4e66ac8e2a140402046f_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_6ebe4b42eedd4e66ac8e2a140402046f_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:44	53133/53133	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:42%20GMT	https://static.wixstatic.com/media/7eba9c_00ddad8e2b494126ac4e52a664f8d2ac~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_00ddad8e2b494126ac4e52a664f8d2ac~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_00ddad8e2b494126ac4e52a664f8d2ac_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_00ddad8e2b494126ac4e52a664f8d2ac_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:44	36663/36663	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:42%20GMT	https://static.wixstatic.com/media/7eba9c_05a6838ddabe4474a6f7784663128df7~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_05a6838ddabe4474a6f7784663128df7~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_05a6838ddabe4474a6f7784663128df7_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_05a6838ddabe4474a6f7784663128df7_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:44	39986/39986	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:43%20GMT	https://static.wixstatic.com/media/7eba9c_e409a2328af54ce998c2ff280420c6f3~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_e409a2328af54ce998c2ff280420c6f3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_e409a2328af54ce998c2ff280420c6f3_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_e409a2328af54ce998c2ff280420c6f3_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:45	48385/48385	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:43%20GMT	https://static.wixstatic.com/media/7eba9c_62f1204a09aa48348d43ce9558b2e764~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_62f1204a09aa48348d43ce9558b2e764~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_62f1204a09aa48348d43ce9558b2e764_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_62f1204a09aa48348d43ce9558b2e764_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:45	49736/49736	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:43%20GMT	https://static.wixstatic.com/media/7eba9c_080ad6c9c7554498ae8c27e4a56ba85f~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_080ad6c9c7554498ae8c27e4a56ba85f~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_080ad6c9c7554498ae8c27e4a56ba85f_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_080ad6c9c7554498ae8c27e4a56ba85f_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:45	44648/44648	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:43%20GMT	https://static.wixstatic.com/media/7eba9c_8b3ce335344b4deea72430024a04ece8~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8b3ce335344b4deea72430024a04ece8~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_8b3ce335344b4deea72430024a04ece8_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8b3ce335344b4deea72430024a04ece8_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:45	46575/46575	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:44%20GMT	https://static.wixstatic.com/media/7eba9c_8902ce35309a4f9d9d49d6c861c444a8~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8902ce35309a4f9d9d49d6c861c444a8~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_8902ce35309a4f9d9d49d6c861c444a8_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8902ce35309a4f9d9d49d6c861c444a8_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:46	41346/41346	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:44%20GMT	https://static.wixstatic.com/media/7eba9c_44b39f9fcdff4f4b939bce12f74890d5~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_44b39f9fcdff4f4b939bce12f74890d5~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_44b39f9fcdff4f4b939bce12f74890d5_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_44b39f9fcdff4f4b939bce12f74890d5_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:46	65311/65311	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:44%20GMT	https://static.wixstatic.com/media/7eba9c_493b1055892e44139fee4ce5b2c23ab4~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_493b1055892e44139fee4ce5b2c23ab4~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_493b1055892e44139fee4ce5b2c23ab4_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_493b1055892e44139fee4ce5b2c23ab4_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:47	55287/55287	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:45%20GMT	https://static.wixstatic.com/media/7eba9c_6234455ef0a945e7820fc6e8a52f5f32~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_6234455ef0a945e7820fc6e8a52f5f32~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_6234455ef0a945e7820fc6e8a52f5f32_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_6234455ef0a945e7820fc6e8a52f5f32_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:48	63176/63176	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:45%20GMT	https://static.wixstatic.com/media/7eba9c_0eeceab5acf44711a4dd0caa0075aaea~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_0eeceab5acf44711a4dd0caa0075aaea~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_0eeceab5acf44711a4dd0caa0075aaea_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_0eeceab5acf44711a4dd0caa0075aaea_mv2.jpg	(from https://www.annekeslershields.com/op-art-1)
10:57:49	2372/2372	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:47%20GMT	https://static.wixstatic.com/media/7eba9c_8bd19cccdd5b4bceb879d04fce49c003~mv2.jpg/v1/fill/w_103,h_102,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_8bd19cccdd5b4bceb879d04fce49c003~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_8bd19cccdd5b4bceb879d04fce49c003_mv2.jpg/v1/fill/w_103,h_102,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_8bd19cccdd5b4bceb879d04fce49c003_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:49	31328/31328	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:48%20GMT	https://static.wixstatic.com/media/7eba9c_035f2f6188104992bfb99c87a708dd72~mv2.jpg/v1/fill/w_480,h_480,fp_0.43_0.45,q_90,enc_avif,quality_auto/7eba9c_035f2f6188104992bfb99c87a708dd72~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_035f2f6188104992bfb99c87a708dd72_mv2.jpg/v1/fill/w_480,h_480,fp_0.43_0.45,q_90,enc_avif,quality_auto/7eba9c_035f2f6188104992bfb99c87a708dd72_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:50	37072/37072	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:48%20GMT	https://static.wixstatic.com/media/7eba9c_fc833840c2ee43458a06d01889c14713~mv2.jpg/v1/fill/w_480,h_480,fp_0.53_0.45,q_90,enc_avif,quality_auto/7eba9c_fc833840c2ee43458a06d01889c14713~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_fc833840c2ee43458a06d01889c14713_mv2.jpg/v1/fill/w_480,h_480,fp_0.53_0.45,q_90,enc_avif,quality_auto/7eba9c_fc833840c2ee43458a06d01889c14713_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:50	31502/31502	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:49%20GMT	https://static.wixstatic.com/media/7eba9c_33733285f7084cfbb0b9771de5159e63~mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.43,q_90,enc_avif,quality_auto/7eba9c_33733285f7084cfbb0b9771de5159e63~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_33733285f7084cfbb0b9771de5159e63_mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.43,q_90,enc_avif,quality_auto/7eba9c_33733285f7084cfbb0b9771de5159e63_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:51	36785/36785	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:49%20GMT	https://static.wixstatic.com/media/7eba9c_f8b846f5e09b4a7d8a61363400b21769~mv2.jpg/v1/fill/w_480,h_480,fp_0.49_0.45,q_90,enc_avif,quality_auto/7eba9c_f8b846f5e09b4a7d8a61363400b21769~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_f8b846f5e09b4a7d8a61363400b21769_mv2.jpg/v1/fill/w_480,h_480,fp_0.49_0.45,q_90,enc_avif,quality_auto/7eba9c_f8b846f5e09b4a7d8a61363400b21769_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:51	36254/36254	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:50%20GMT	https://static.wixstatic.com/media/7eba9c_108c598089394319b513f2858d995a05~mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.46,q_90,enc_avif,quality_auto/7eba9c_108c598089394319b513f2858d995a05~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_108c598089394319b513f2858d995a05_mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.46,q_90,enc_avif,quality_auto/7eba9c_108c598089394319b513f2858d995a05_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:52	36456/36456	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:50%20GMT	https://static.wixstatic.com/media/7eba9c_b167e952642c4b9a8aef3c61036e3efd~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b167e952642c4b9a8aef3c61036e3efd~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_b167e952642c4b9a8aef3c61036e3efd_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b167e952642c4b9a8aef3c61036e3efd_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:52	25913/25913	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:50%20GMT	https://static.wixstatic.com/media/7eba9c_0af794591b594fe0b38300f0a2b76187~mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.16,q_90,enc_avif,quality_auto/7eba9c_0af794591b594fe0b38300f0a2b76187~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_0af794591b594fe0b38300f0a2b76187_mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.16,q_90,enc_avif,quality_auto/7eba9c_0af794591b594fe0b38300f0a2b76187_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:53	47611/47611	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:51%20GMT	https://static.wixstatic.com/media/7eba9c_19336f45fd1548dc982208709bc1f8fd~mv2.jpg/v1/fill/w_480,h_480,fp_0.47_0.28,q_90,enc_avif,quality_auto/7eba9c_19336f45fd1548dc982208709bc1f8fd~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_19336f45fd1548dc982208709bc1f8fd_mv2.jpg/v1/fill/w_480,h_480,fp_0.47_0.28,q_90,enc_avif,quality_auto/7eba9c_19336f45fd1548dc982208709bc1f8fd_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:53	28400/28400	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:51%20GMT	https://static.wixstatic.com/media/7eba9c_8d951638aadb46e5abb006993e38cca5~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8d951638aadb46e5abb006993e38cca5~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_8d951638aadb46e5abb006993e38cca5_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8d951638aadb46e5abb006993e38cca5_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:53	46680/46680	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:52%20GMT	https://static.wixstatic.com/media/7eba9c_567706cf36d2426bac8662a363e28183~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_567706cf36d2426bac8662a363e28183~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_567706cf36d2426bac8662a363e28183_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_567706cf36d2426bac8662a363e28183_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:54	42487/42487	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:52%20GMT	https://static.wixstatic.com/media/7eba9c_28b3dfc5d4094842ac84ce25870e0830~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_28b3dfc5d4094842ac84ce25870e0830~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_28b3dfc5d4094842ac84ce25870e0830_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_28b3dfc5d4094842ac84ce25870e0830_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:54	44334/44334	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:52%20GMT	https://static.wixstatic.com/media/7eba9c_4b93838fbe154b9e91edde245e522716~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_4b93838fbe154b9e91edde245e522716~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_4b93838fbe154b9e91edde245e522716_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_4b93838fbe154b9e91edde245e522716_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:55	32390/32390	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:53%20GMT	https://static.wixstatic.com/media/7eba9c_aeb42414036f4cc1ae76ce7ff7199c29~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_aeb42414036f4cc1ae76ce7ff7199c29~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_aeb42414036f4cc1ae76ce7ff7199c29_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_aeb42414036f4cc1ae76ce7ff7199c29_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
10:57:55	45961/45961	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:57:53%20GMT	https://static.wixstatic.com/media/7eba9c_32d0194e48ee4bc884b7bbf020d687b3~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_32d0194e48ee4bc884b7bbf020d687b3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_32d0194e48ee4bc884b7bbf020d687b3_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_32d0194e48ee4bc884b7bbf020d687b3_mv2.jpg	(from https://www.annekeslershields.com/secca-50-year-retrospective)
